City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Moose Factory,CA,2020-09-28 14:38:49,51.26,-80.61,53.6,93,1,5.82
305,The Valley,AI,2020-09-28 14:38:50,18.22,-63.06,86.0,74,75,14.99
306,Kutum,SD,2020-09-28 14:38:50,14.2,24.67,82.99,40,72,9.64
307,Faanui,PF,2020-09-28 14:38:50,-16.48,-151.75,77.72,80,0,18.66
308,Sopot,PL,2020-09-28 14:38:50,54.44,18.56,62.01,62,20,6.93
309,Puerto Quijarro,BO,2020-09-28 14:38:50,-17.78,-57.77,96.21,33,4,6.69
310,Kloulklubed,PW,2020-09-28 14:38:51,7.04,134.26,78.8,83,75,3.36
311,Norman Wells,CA,2020-09-28 14:38:51,65.28,-126.83,41.0,100,90,13.87
312,Fort Morgan,US,2020-09-28 14:38:51,40.25,-103.8,35.6,69,1,8.05
313,Valparaiso,CL,2020-09-28 14:38:51,-33.04,-71.63,64.4,48,100,4.7
314,Anamur,TR,2020-09-28 14:38:51,36.08,32.84,86.0,62,0,8.05
315,Tasiilaq,GL,2020-09-28 14:38:52,65.61,-37.64,35.6,80,100,5.82
316,Torbay,CA,2020-09-28 14:38:52,47.67,-52.73,64.0,93,90,14.99
317,Namtsy,RU,2020-09-28 14:38:52,62.72,129.67,41.0,86,40,11.18
318,Paramonga,PE,2020-09-28 14:38:52,-10.67,-77.83,66.79,67,43,6.96
319,Hofn,IS,2020-09-28 14:38:52,64.25,-15.21,48.2,87,90,3.36
320,Namatanai,PG,2020-09-28 14:38:52,-3.67,152.43,79.12,80,99,5.88
321,Baykit,RU,2020-09-28 14:38:53,61.67,96.37,33.78,87,83,8.95
322,Muroran,JP,2020-09-28 14:38:53,42.32,140.99,59.4,72,0,8.12
323,Bua Yai,TH,2020-09-28 14:38:53,15.59,102.43,78.57,84,100,9.55
324,Schruns,AT,2020-09-28 14:38:55,47.07,9.95,54.0,57,75,8.05
325,Zhangjiakou,CN,2020-09-28 14:38:56,40.81,114.88,58.62,65,100,9.37
326,Zuwarah,LY,2020-09-28 14:34:05,32.93,12.08,78.39,67,75,14.67
327,Pudozh,RU,2020-09-28 14:38:56,61.81,36.53,53.87,77,0,4.68
328,Puerto Madero,MX,2020-09-28 14:38:56,14.72,-92.42,78.8,94,5,2.24
329,Kilimatinde,TZ,2020-09-28 14:38:57,-5.85,34.95,88.65,29,7,9.55
330,Vardo,NO,2020-09-28 14:38:57,70.37,31.11,48.2,87,75,17.22
331,Ucluelet,CA,2020-09-28 14:34:08,48.93,-125.55,55.99,100,90,3.36
332,Celestun,MX,2020-09-28 14:38:57,20.87,-90.4,84.06,74,99,9.15
333,Veraval,IN,2020-09-28 14:38:57,20.9,70.37,80.6,74,0,10.29
334,Nabire,ID,2020-09-28 14:38:57,-3.37,135.48,75.22,89,100,6.71
335,Vila Velha,BR,2020-09-28 14:37:50,-20.33,-40.29,86.0,62,0,12.75
336,Shubarkuduk,KZ,2020-09-28 14:38:58,49.14,56.49,60.1,44,29,6.26
337,Taoudenni,ML,2020-09-28 14:38:58,22.68,-3.98,110.26,6,0,3.06
338,Lewiston,US,2020-09-28 14:38:00,44.1,-70.21,66.2,100,90,5.82
339,Wainwright,CA,2020-09-28 14:38:06,52.84,-110.86,51.64,45,100,11.61
340,Clyde River,CA,2020-09-28 14:38:58,70.47,-68.59,28.4,92,75,14.99
341,Mkushi,ZM,2020-09-28 14:38:58,-13.62,29.39,92.98,13,44,11.39
342,Airai,TL,2020-09-28 14:38:58,-8.93,125.41,60.13,84,20,2.68
343,Praia,CV,2020-09-28 14:38:59,14.92,-23.51,87.8,70,20,8.05
344,Anadyr,RU,2020-09-28 14:38:59,64.75,177.48,39.2,86,75,4.47
345,Balikpapan,ID,2020-09-28 14:38:59,-1.27,116.83,78.01,85,75,6.38
346,Morondava,MG,2020-09-28 14:38:59,-20.28,44.28,78.75,75,0,16.44
347,Morehead,US,2020-09-28 14:38:59,37.27,-87.18,61.0,87,90,8.05
348,Yokadouma,CM,2020-09-28 14:38:59,3.52,15.05,79.3,66,100,2.13
349,Riachao Das Neves,BR,2020-09-28 14:39:00,-11.75,-44.91,102.67,13,26,5.48
350,Svetlogorsk,BY,2020-09-28 14:39:00,52.63,29.73,59.09,59,16,3.74
351,Black River,JM,2020-09-28 14:39:00,18.03,-77.85,89.01,70,20,3.36
352,Tecoanapa,MX,2020-09-28 14:39:00,16.52,-98.75,81.64,73,100,4.54
353,Pinega,RU,2020-09-28 14:39:00,64.7,43.39,53.98,92,61,5.26
354,Karibib,NA,2020-09-28 14:39:01,-21.93,15.83,82.44,11,0,17.54
355,Klyuchi,RU,2020-09-28 14:39:01,52.27,79.17,45.34,60,6,5.19
356,Axim,GH,2020-09-28 14:39:01,4.87,-2.24,80.24,77,30,10.09
357,Fairbanks,US,2020-09-28 14:35:11,64.84,-147.72,37.4,92,1,4.7
358,Santiago,CL,2020-09-28 14:37:24,-33.46,-70.65,70.0,36,100,3.36
359,Dieppe,FR,2020-09-28 14:39:02,49.75,1.17,60.8,63,93,12.75
360,Guanica,PR,2020-09-28 14:39:02,17.97,-66.91,87.01,61,2,5.01
361,Laguna,US,2020-09-28 14:39:02,38.42,-121.42,71.01,28,1,9.17
362,Vila,PT,2020-09-28 14:39:02,42.03,-8.16,73.99,49,100,2.24
363,Nizhniy Kuranakh,RU,2020-09-28 14:39:02,58.84,125.49,37.96,91,99,5.35
364,Saldanha,ZA,2020-09-28 14:39:03,-33.01,17.94,62.6,51,0,11.41
365,Ajdabiya,LY,2020-09-28 14:39:03,30.76,20.23,97.83,20,72,14.43
366,Alta Floresta,BR,2020-09-28 14:39:03,-9.88,-56.09,91.4,55,0,4.7
367,Surgut,RU,2020-09-28 14:39:03,61.25,73.42,41.0,75,20,6.71
368,Baracoa,CU,2020-09-28 14:39:03,20.35,-74.5,85.39,62,83,7.34
369,Villa Carlos Paz,AR,2020-09-28 14:39:03,-31.42,-64.5,73.0,21,0,11.41
370,Leshukonskoye,RU,2020-09-28 14:39:04,64.9,45.76,51.67,93,99,4.65
371,Iskateley,RU,2020-09-28 14:39:04,67.68,53.15,39.78,72,85,10.71
372,Chingirlau,KZ,2020-09-28 14:39:04,51.09,54.08,58.28,56,82,7.0
373,Popondetta,PG,2020-09-28 14:39:04,-8.75,148.25,73.53,95,100,1.23
374,Amboasary,MG,2020-09-28 14:39:05,-25.03,46.38,78.8,74,0,20.8
375,Zabid,YE,2020-09-28 14:39:05,14.2,43.32,91.49,59,95,6.85
376,Ramotswa,BW,2020-09-28 14:39:05,-24.87,25.87,86.0,3,0,6.93
377,Benalla,AU,2020-09-28 14:39:06,-36.55,145.98,43.0,100,0,4.7
378,Hirna,ET,2020-09-28 14:39:07,9.22,41.1,68.54,60,76,3.33
379,Bandarbeyla,SO,2020-09-28 14:39:07,9.49,50.81,78.03,81,0,24.36
380,Aripuana,BR,2020-09-28 14:39:07,-9.17,-60.63,98.96,32,20,3.62
381,Iranshahr,IR,2020-09-28 14:39:07,27.2,60.68,98.6,9,20,9.17
382,Kyaikkami,MM,2020-09-28 14:39:07,16.08,97.57,81.99,84,100,6.4
383,Blyth,GB,2020-09-28 14:39:08,55.13,-1.51,59.0,67,20,2.24
384,Udachnyy,RU,2020-09-28 14:39:08,66.42,112.4,32.0,82,90,6.71
385,Tessalit,ML,2020-09-28 14:39:08,20.2,1.01,102.9,8,0,4.68
386,Aklavik,CA,2020-09-28 14:39:09,68.22,-135.01,35.6,100,90,8.05
387,Lubumbashi,CD,2020-09-28 14:39:09,-11.66,27.48,93.2,32,40,6.93
388,Talnakh,RU,2020-09-28 14:39:09,69.49,88.4,33.8,92,75,17.9
389,Le Vauclin,MQ,2020-09-28 14:39:09,14.55,-60.84,89.6,66,55,13.87
390,Toyooka,JP,2020-09-28 14:39:10,35.53,134.83,62.67,85,89,1.45
391,Del Rio,US,2020-09-28 14:39:10,29.36,-100.9,71.6,37,90,14.99
392,Fort Nelson,CA,2020-09-28 14:35:55,58.81,-122.7,32.0,74,20,2.24
393,Husavik,IS,2020-09-28 14:39:10,66.04,-17.34,46.4,52,40,9.17
394,Juba,SS,2020-09-28 14:39:10,4.85,31.58,81.88,75,90,2.62
395,Healdsburg,US,2020-09-28 14:39:11,38.61,-122.87,72.0,35,90,3.36
396,Krasnoselkup,RU,2020-09-28 14:39:11,65.7,82.47,35.35,84,19,9.46
397,Santa Rosalia,MX,2020-09-28 14:39:11,27.32,-112.28,86.49,47,17,2.01
398,Sedhiou,SN,2020-09-28 14:39:11,12.71,-15.56,87.51,69,100,1.45
399,Souillac,MU,2020-09-28 14:39:12,-20.52,57.52,75.2,78,40,8.05
400,Qasigiannguit,GL,2020-09-28 14:39:13,68.82,-51.19,30.2,63,75,3.36
401,Yuzhno-Kurilsk,RU,2020-09-28 14:39:13,44.03,145.86,52.79,76,0,6.51
402,Tateyama,JP,2020-09-28 14:39:13,34.98,139.87,70.0,77,40,11.41
403,Trincomalee,LK,2020-09-28 14:39:13,8.57,81.23,83.08,74,94,12.26
404,Ancud,CL,2020-09-28 14:39:14,-41.87,-73.82,53.01,87,100,3.0
405,Saint Anthony,US,2020-09-28 14:39:14,45.02,-93.22,54.0,71,1,13.87
406,Kawalu,ID,2020-09-28 14:39:14,-7.38,108.21,71.71,90,73,2.51
407,Pinos Puente,ES,2020-09-28 14:39:14,37.25,-3.75,84.2,21,0,1.7
408,Luderitz,NA,2020-09-28 14:39:15,-26.65,15.16,63.37,46,0,30.18
409,Orodara,BF,2020-09-28 14:39:15,10.95,-4.93,89.6,59,20,4.7
410,Longyearbyen,SJ,2020-09-28 14:36:32,78.22,15.64,37.4,93,75,8.05
411,Adrar,MR,2020-09-28 14:39:15,20.5,-10.07,96.87,16,0,4.41
412,Marystown,CA,2020-09-28 14:39:16,47.17,-55.15,64.99,100,71,5.01
413,Pingliang,CN,2020-09-28 14:39:16,35.54,106.69,55.0,84,30,2.33
414,Karangasem,ID,2020-09-28 14:39:16,-8.45,115.62,80.6,100,40,9.17
415,Jatai,BR,2020-09-28 14:39:17,-17.88,-51.71,98.42,16,0,4.85
416,Eyl,SO,2020-09-28 14:39:17,7.98,49.82,78.98,77,0,14.61
417,Inhambane,MZ,2020-09-28 14:38:51,-23.86,35.38,82.0,78,40,13.87
418,Brewster,US,2020-09-28 14:37:41,41.4,-73.62,72.0,88,75,6.93
419,Srednekolymsk,RU,2020-09-28 14:39:17,67.45,153.68,44.44,60,99,5.08
420,The Pas,CA,2020-09-28 14:39:17,53.83,-101.25,44.6,81,75,6.93
421,Tiksi,RU,2020-09-28 14:39:17,71.69,128.87,35.1,84,100,17.09
422,Belmonte,BR,2020-09-28 14:39:18,-15.86,-38.88,82.4,61,40,14.99
423,Poum,NC,2020-09-28 14:39:18,-20.23,164.02,73.6,85,76,13.35
424,Constitucion,CL,2020-09-28 14:39:18,-35.33,-72.42,59.76,54,100,9.69
425,Cedral,MX,2020-09-28 14:39:19,23.8,-100.73,74.93,27,6,4.52
426,Pevek,RU,2020-09-28 14:39:19,69.7,170.31,35.33,84,0,11.61
427,Nantucket,US,2020-09-28 14:39:19,41.28,-70.1,71.6,91,90,11.41
428,Bose,IT,2020-09-28 14:39:19,45.46,8.01,73.0,42,0,1.99
429,Corum,TR,2020-09-28 14:39:20,40.5,34.75,76.24,33,0,5.01
430,Mayo,US,2020-09-28 14:39:20,38.89,-76.51,75.2,94,75,4.7
431,Banda Aceh,ID,2020-09-28 14:39:20,5.56,95.32,80.85,78,100,10.58
432,Santa Fe,AR,2020-09-28 14:39:00,-31.63,-60.7,75.0,21,0,4.0
433,Kaeo,NZ,2020-09-28 14:39:20,-35.1,173.78,48.99,88,1,1.01
434,Ballina,AU,2020-09-28 14:39:20,-28.87,153.57,57.2,82,90,4.7
435,Pangnirtung,CA,2020-09-28 14:39:21,66.15,-65.71,32.0,88,75,5.82
436,Port-Cartier,CA,2020-09-28 14:39:21,50.03,-66.87,62.6,82,75,4.7
437,Carson City,US,2020-09-28 14:36:54,39.16,-119.77,42.8,48,1,2.82
438,Chara,RU,2020-09-28 14:39:21,56.91,118.26,36.09,81,44,2.3
439,Yenagoa,NG,2020-09-28 14:39:21,4.92,6.26,79.36,85,94,9.42
440,Solwezi,ZM,2020-09-28 14:39:22,-12.17,26.39,90.07,18,100,4.81
441,Te Anau,NZ,2020-09-28 14:39:22,-45.42,167.72,25.93,94,55,2.75
442,Alexandria,EG,2020-09-28 14:39:22,31.22,29.96,91.4,43,0,8.05
443,Taltal,CL,2020-09-28 14:39:22,-25.4,-70.48,60.13,63,44,5.59
444,Mogadishu,SO,2020-09-28 14:37:00,2.04,45.34,84.2,66,40,12.75
445,Zaozerne,UA,2020-09-28 14:39:23,45.16,33.28,70.86,56,96,11.9
446,Hays,US,2020-09-28 14:39:23,30.05,-98.03,69.01,52,11,7.0
447,Maningrida,AU,2020-09-28 14:39:23,-12.07,134.27,77.59,80,1,7.63
448,Nouadhibou,MR,2020-09-28 14:39:24,20.93,-17.03,82.4,54,0,14.99
449,Bilibino,RU,2020-09-28 14:39:24,68.05,166.44,35.06,82,94,1.9
450,Sungaipenuh,ID,2020-09-28 14:36:05,-2.08,101.38,65.95,93,91,2.48
451,Cap Malheureux,MU,2020-09-28 14:39:24,-19.98,57.61,73.99,76,18,8.99
452,Tete,MZ,2020-09-28 14:39:24,-16.16,33.59,104.0,22,0,13.87
453,Izhma,RU,2020-09-28 14:39:25,65.01,53.91,44.56,74,100,5.3
454,Langsa,ID,2020-09-28 14:36:12,4.47,97.97,75.92,87,100,2.53
455,Bathsheba,BB,2020-09-28 14:39:26,13.22,-59.52,89.6,66,40,16.11
456,Varzob,TJ,2020-09-28 14:39:26,38.77,68.82,68.0,28,20,6.71
457,Sharjah,AE,2020-09-28 14:39:26,25.36,55.4,95.0,53,0,8.05
458,Port-Gentil,GA,2020-09-28 14:39:26,-0.72,8.78,86.0,58,20,12.75
459,Lahaina,US,2020-09-28 14:39:26,20.88,-156.68,73.99,73,20,6.93
460,Irati,BR,2020-09-28 14:38:57,-25.47,-50.65,75.11,82,64,4.56
461,Vila Franca Do Campo,PT,2020-09-28 14:39:27,37.72,-25.43,73.4,78,75,12.75
462,Nadym,RU,2020-09-28 14:39:27,65.53,72.52,38.03,77,23,11.01
463,Asfi,MA,2020-09-28 14:39:27,32.3,-9.24,73.96,67,0,23.94
464,Mocajuba,BR,2020-09-28 14:39:27,-2.58,-49.51,90.66,54,74,4.5
465,Kwaluseni,SZ,2020-09-28 14:39:31,-26.48,31.33,66.2,68,75,16.11
466,Kawambwa,ZM,2020-09-28 14:39:31,-9.79,29.08,83.64,36,69,3.56
467,Kaduna,NG,2020-09-28 14:39:32,10.52,7.44,80.17,72,76,5.55
468,Mount Isa,AU,2020-09-28 14:39:32,-20.73,139.5,73.4,12,0,12.41
469,Coria,ES,2020-09-28 14:39:32,39.99,-6.54,79.0,27,99,3.0
470,Fuerte Olimpo,PY,2020-09-28 14:39:32,-21.04,-57.87,82.18,49,60,7.47
471,Northam,GB,2020-09-28 14:39:33,51.03,-4.22,64.0,97,100,8.99
472,Port Hardy,CA,2020-09-28 14:39:33,50.7,-127.42,55.4,87,75,10.29
473,Alpena,US,2020-09-28 14:39:33,45.06,-83.43,52.0,93,90,4.7
474,Montepuez,MZ,2020-09-28 14:39:34,-13.13,39.0,84.38,38,67,4.16
475,Yumen,CN,2020-09-28 14:39:34,40.28,97.2,54.12,50,0,10.2
476,Hjelset,NO,2020-09-28 14:39:34,62.78,7.48,62.6,67,0,6.93
477,Tuy Hoa,VN,2020-09-28 14:39:35,13.08,109.3,79.32,87,100,3.02
478,Charters Towers,AU,2020-09-28 14:39:35,-20.1,146.27,66.54,82,99,15.86
479,Mao,ES,2020-09-28 14:37:52,39.89,4.27,71.6,53,20,11.41
480,Cadillac,US,2020-09-28 14:39:35,44.25,-85.4,53.6,93,90,4.7
481,Touros,BR,2020-09-28 14:39:35,-5.2,-35.46,82.4,74,75,13.87
482,Santa Barbara,US,2020-09-28 14:38:50,34.42,-119.7,64.99,94,1,1.01
483,Zhob,PK,2020-09-28 14:39:36,31.34,69.45,76.55,19,9,9.04
484,Valley,US,2020-09-28 14:39:36,45.13,-116.13,32.0,67,1,3.0
485,Paka,MY,2020-09-28 14:39:36,4.64,103.44,78.8,94,100,1.12
486,Kota Belud,MY,2020-09-28 14:39:36,6.35,116.43,77.0,88,20,5.82
487,San Buenaventura,MX,2020-09-28 14:39:36,27.08,-101.53,70.0,65,69,8.99
488,Coahuayana,MX,2020-09-28 14:39:37,18.73,-103.68,73.4,78,75,6.93
489,Kiruna,SE,2020-09-28 14:39:37,67.86,20.23,48.2,87,60,14.99
490,Kaitangata,NZ,2020-09-28 14:39:37,-46.28,169.85,35.01,70,57,8.99
491,Bosaso,SO,2020-09-28 14:34:57,11.28,49.18,87.8,79,20,13.87
492,Shetpe,KZ,2020-09-28 14:39:37,44.17,52.12,60.78,31,0,10.27
493,Palmer,US,2020-09-28 14:39:38,42.16,-72.33,73.0,73,75,9.17
494,Ossora,RU,2020-09-28 14:39:38,59.24,163.07,39.15,83,35,0.98
495,Limbang,MY,2020-09-28 14:39:38,4.75,115.0,82.4,78,75,1.12
496,Windhoek,NA,2020-09-28 14:39:38,-22.56,17.08,82.99,4,0,3.36
497,Meget,RU,2020-09-28 14:39:38,52.41,104.05,37.4,86,68,6.71
498,Birin,NP,2020-09-28 14:39:38,26.89,88.07,82.4,88,75,2.64
499,Sao Benedito Do Rio Preto,BR,2020-09-28 14:39:39,-3.33,-43.53,99.95,28,0,4.61
500,Mairana,BO,2020-09-28 14:39:39,-18.12,-63.93,67.55,62,92,3.94
501,Pemangkat,ID,2020-09-28 14:39:39,1.17,108.97,79.0,81,61,2.89
502,Suwalki,PL,2020-09-28 14:39:39,54.11,22.93,58.78,59,0,3.8
503,Soni,TZ,2020-09-28 14:39:40,-4.85,38.37,69.03,85,61,5.32
504,Delta Del Tigre,UY,2020-09-28 14:39:40,-34.76,-56.39,55.0,76,75,13.87
505,Hefei,CN,2020-09-28 14:39:40,31.86,117.28,69.8,77,40,4.47
506,Chillan,CL,2020-09-28 14:39:40,-36.61,-72.1,50.0,76,40,9.17
507,Skelleftea,SE,2020-09-28 14:39:41,64.75,20.95,51.01,100,90,3.36
508,Myaundzha,RU,2020-09-28 14:39:41,63.05,147.19,35.8,88,70,5.14
509,Spearfish,US,2020-09-28 14:39:41,44.49,-103.86,48.99,42,1,13.87
510,Grimshaw,CA,2020-09-28 14:39:24,56.18,-117.6,55.4,71,75,18.34
511,Ikalamavony,MG,2020-09-28 14:39:41,-21.15,46.58,77.63,40,7,13.0
512,Calvinia,ZA,2020-09-28 14:39:42,-31.47,19.78,58.71,33,0,13.42
513,Belgrade,RS,2020-09-28 14:39:42,44.8,20.47,69.8,60,40,6.93
514,Saint-Louis,SN,2020-09-28 14:39:42,16.33,-15.0,99.79,29,0,9.31
515,Rundu,NA,2020-09-28 14:39:42,-17.93,19.77,97.92,9,0,4.14
516,Lubyany,RU,2020-09-28 14:39:42,56.04,51.4,59.0,44,0,2.17
517,Bodden Town,KY,2020-09-28 14:39:44,19.28,-81.25,87.01,79,40,8.05
518,Lewistown,US,2020-09-28 14:39:44,40.6,-77.57,73.0,94,90,4.7
519,Kudahuvadhoo,MV,2020-09-28 14:39:45,2.67,72.89,83.25,68,79,4.21
520,Chifeng,CN,2020-09-28 14:39:45,42.27,118.96,52.54,71,100,4.34
521,Salisbury,GB,2020-09-28 14:37:28,51.07,-1.8,63.0,77,75,6.93
522,Pueblo Nuevo,MX,2020-09-28 14:39:45,23.38,-105.38,67.57,52,0,4.38
523,Tailai,CN,2020-09-28 14:39:45,46.38,123.4,49.12,59,0,11.43
524,Boa Vista,BR,2020-09-28 14:39:16,2.82,-60.67,89.6,52,40,4.7
525,Lakinsk,RU,2020-09-28 14:39:46,56.02,39.95,50.23,76,100,6.17
526,Jacmel,HT,2020-09-28 14:39:46,18.23,-72.53,85.48,62,0,1.77
527,North Bend,US,2020-09-28 14:36:49,43.41,-124.22,60.01,93,1,9.17
528,Torrington,US,2020-09-28 14:39:46,41.8,-73.12,70.0,97,98,5.01
529,Buraydah,SA,2020-09-28 14:38:56,26.33,43.98,96.8,23,0,17.22
530,Partyzany,UA,2020-09-28 14:39:47,46.33,34.75,68.14,70,58,9.57
531,Phalaborwa,ZA,2020-09-28 14:39:47,-23.94,31.14,76.26,51,57,11.97
532,Rocha,UY,2020-09-28 14:39:47,-34.48,-54.33,59.67,66,71,15.79
533,Mareeba,AU,2020-09-28 14:39:47,-17.0,145.43,73.4,78,77,5.82
534,Nago,JP,2020-09-28 14:39:48,26.59,127.98,77.0,88,75,3.36
535,Koslan,RU,2020-09-28 14:39:48,63.46,48.9,51.94,91,100,4.72
536,Sindi,IN,2020-09-28 14:39:48,20.8,78.87,75.2,94,90,5.93
537,Galle,LK,2020-09-28 14:39:48,6.04,80.22,80.67,83,52,11.59
538,Dingle,PH,2020-09-28 14:39:49,11.0,122.67,77.81,87,79,2.24
539,Biltine,TD,2020-09-28 14:39:49,14.53,20.92,91.29,37,100,12.01
540,Marawi,PH,2020-09-28 14:39:49,8.0,124.29,73.99,92,100,8.01
541,Itoman,JP,2020-09-28 14:39:49,26.12,127.67,78.8,69,75,4.7
542,Tonj,SS,2020-09-28 14:39:49,7.27,28.68,81.01,84,85,3.18
543,Shenzhen,CN,2020-09-28 14:39:23,22.55,114.07,82.4,74,75,4.47
544,Rosarito,MX,2020-09-28 14:39:50,32.33,-117.03,66.2,93,5,3.96
545,Batagay,RU,2020-09-28 14:39:50,67.63,134.63,38.26,74,57,6.44
546,Rochegda,RU,2020-09-28 14:39:50,62.8,43.25,51.85,83,93,4.81
547,Bafq,IR,2020-09-28 14:39:51,31.61,55.41,75.99,21,2,16.13
548,Huilong,CN,2020-09-28 14:39:51,31.81,121.66,73.0,81,99,1.99
549,Gurupa,BR,2020-09-28 14:39:51,-1.41,-51.64,94.55,46,29,3.27
550,Lisala,CD,2020-09-28 14:39:51,2.15,21.52,74.48,84,100,5.7
551,Kirakira,SB,2020-09-28 14:39:52,-10.45,161.92,78.01,84,20,9.37
552,Zhigansk,RU,2020-09-28 14:39:52,66.77,123.37,32.99,91,17,6.89
553,Panzhihua,CN,2020-09-28 14:39:52,26.59,101.71,74.14,72,23,2.71
554,Christiana,ZA,2020-09-28 14:39:52,-27.91,25.16,68.88,17,0,7.47
555,General Roca,AR,2020-09-28 14:39:53,-39.03,-67.58,59.0,38,9,6.93
556,Alyangula,AU,2020-09-28 14:39:53,-13.85,136.42,73.4,94,0,1.88
557,Sooke,CA,2020-09-28 14:34:57,48.37,-123.73,51.8,93,20,4.7
558,Sandane,NO,2020-09-28 14:39:53,61.77,6.21,60.01,82,40,6.93
559,Bergen,NO,2020-09-28 14:39:53,60.39,5.33,60.01,77,75,9.17
560,Furstenfeld,AT,2020-09-28 14:39:54,47.05,16.08,51.01,99,62,3.62
561,Tura,IN,2020-09-28 14:39:54,25.52,90.22,74.89,95,6,2.71
562,Opuwo,NA,2020-09-28 14:39:54,-18.06,13.84,90.55,10,5,16.8
563,Shelton,US,2020-09-28 14:35:09,41.32,-73.09,73.4,88,40,12.75
564,Dauphin,CA,2020-09-28 14:38:50,51.15,-100.05,46.4,75,90,5.82
565,Terrell,US,2020-09-28 14:39:55,32.74,-96.28,64.0,63,40,11.41
566,Chase,CA,2020-09-28 14:36:57,50.82,-119.69,42.01,97,7,2.53
567,Katsuura,JP,2020-09-28 14:39:55,35.13,140.3,69.8,77,40,11.41
568,Arlit,NE,2020-09-28 14:39:55,18.74,7.39,103.66,10,59,2.98
569,Byron Bay,AU,2020-09-28 14:35:21,-28.65,153.62,57.2,82,90,4.7
570,Madera,US,2020-09-28 14:39:55,37.17,-119.83,72.0,54,0,2.3
571,Ostrovnoy,RU,2020-09-28 14:39:56,68.05,39.51,49.93,90,100,10.78
572,Eureka,US,2020-09-28 14:39:56,40.8,-124.16,64.4,59,1,4.7
573,Lethem,GY,2020-09-28 14:39:56,3.38,-59.8,90.3,50,98,3.98
574,Mtama,TZ,2020-09-28 14:39:56,-10.3,39.37,79.0,61,67,10.56
575,Bintulu,MY,2020-09-28 14:38:08,3.17,113.03,78.8,94,40,2.24
576,Sijunjung,ID,2020-09-28 14:39:57,-0.69,100.95,73.62,89,100,1.63
577,Lata,PT,2020-09-28 14:39:57,40.16,-8.33,80.01,50,100,6.89
578,Mahoba,IN,2020-09-28 14:39:57,25.28,79.87,84.79,49,21,3.8
579,Macau,MO,2020-09-28 14:38:19,22.2,113.55,80.6,88,40,8.05
580,Moussoro,TD,2020-09-28 14:39:57,13.64,16.49,97.34,30,98,5.75
581,Harper,LR,2020-09-28 14:39:58,4.38,-7.72,80.04,83,93,10.33
582,Saveh,IR,2020-09-28 14:39:58,35.02,50.36,67.62,44,0,17.25
583,Ejido,VE,2020-09-28 14:39:58,8.55,-71.24,81.01,40,39,5.91
